друг	determiner	mkd	друг	determiner	bul
Кирил	properNoun	mkd	Кирил	properNoun	bul
Климент	properNoun	mkd	Климент	properNoun	bul
Колин	properNoun	mkd	Колин	properNoun	bul
Кондолиза	properNoun	mkd	Кондолиза	properNoun	bul
Константин	properNoun	mkd	Константин	properNoun	bul
Костас	properNoun	mkd	Костас	properNoun	bul
Кофи	properNoun	mkd	Кофи	properNoun	bul
Кристијан	properNoun	mkd	Кристиан	properNoun	bul
Лабина	properNoun	mkd	Лабина	properNoun	bul
Мануел	properNoun	mkd	Мануел	properNoun	bul
Марија	properNoun	mkd	Мария	properNoun	bul
Марк	properNoun	mkd	Марк	properNoun	bul
Марко	properNoun	mkd	Марко	properNoun	bul
Марти	properNoun	mkd	Марти	properNoun	bul
Мартин	properNoun	mkd	Мартин	properNoun	bul
Мајкл	properNoun	mkd	Майкъл	properNoun	bul
Метју	properNoun	mkd	Матю	properNoun	bul
Мехмет	properNoun	mkd	Мехмет	properNoun	bul
Милан	properNoun	mkd	Милан	properNoun	bul
Мило	properNoun	mkd	Мило	properNoun	bul
Милорад	properNoun	mkd	Милорад	properNoun	bul
Миодраг	properNoun	mkd	Миодраг	properNoun	bul
Мирко	properNoun	mkd	Мирко	properNoun	bul
Мирослав	properNoun	mkd	Мирослав	properNoun	bul
Мирча	properNoun	mkd	Мирча	properNoun	bul
Михаи	properNoun	mkd	Михай	properNoun	bul
Михаил	properNoun	mkd	Михаил	properNoun	bul
Младен	properNoun	mkd	Младен	properNoun	bul
Млаѓан	properNoun	mkd	Младжан	properNoun	bul
Мустафа	properNoun	mkd	Мустафа	properNoun	bul
Наташа	properNoun	mkd	Наташа	properNoun	bul
Небојша	properNoun	mkd	Небойша	properNoun	bul
Неџдет	properNoun	mkd	Недждет	properNoun	bul
Никола	properNoun	mkd	Никола	properNoun	bul
Николас	properNoun	mkd	Никола	properNoun	bul
Николај	properNoun	mkd	Николай	properNoun	bul
Оли	properNoun	mkd	Оли	properNoun	bul
Павел	properNoun	mkd	Павел	properNoun	bul
Педи	properNoun	mkd	Пади	properNoun	bul
Петар	properNoun	mkd	Петар	properNoun	bul
Петър	properNoun	mkd	Петър	properNoun	bul
Питер	properNoun	mkd	Питър	properNoun	bul
Пол	properNoun	mkd	Пол	properNoun	bul
Предраг	properNoun	mkd	Предраг	properNoun	bul
Пјер	properNoun	mkd	Пиер	properNoun	bul
Радмила	properNoun	mkd	Радмила	properNoun	bul
Разван	properNoun	mkd	Разван	properNoun	bul
Расим	properNoun	mkd	Расим	properNoun	bul
Ратко	properNoun	mkd	Ратко	properNoun	bul
Реџеп	properNoun	mkd	Реджеп	properNoun	bul
Ричард	properNoun	mkd	Ричард	properNoun	bul
Роберт	properNoun	mkd	Робърт	properNoun	bul
Румен	properNoun	mkd	Румен	properNoun	bul
Сали	properNoun	mkd	Сали	properNoun	bul
Светозар	properNoun	mkd	Светозар	properNoun	bul
Сергеј	properNoun	mkd	Сергей	properNoun	bul
Симеон	properNoun	mkd	Симеон	properNoun	bul
Слободан	properNoun	mkd	Слободан	properNoun	bul
Соломон	properNoun	mkd	Соломон	properNoun	bul
Сорен	properNoun	mkd	Сьорен	properNoun	bul
Стефан	properNoun	mkd	Стефан	properNoun	bul
Стивен	properNoun	mkd	Стивън	properNoun	bul
Стипе	properNoun	mkd	Стипе	properNoun	bul
Стојан	properNoun	mkd	Стоян	properNoun	bul
Сулејман	properNoun	mkd	Сюлейман	properNoun	bul
Тасос	properNoun	mkd	Тасос	properNoun	bul
Теодор	properNoun	mkd	Теодор	properNoun	bul
Тим	properNoun	mkd	Тим	properNoun	bul
Тодор	properNoun	mkd	Тодор	properNoun	bul
Томислав	properNoun	mkd	Томислав	properNoun	bul
Тони	properNoun	mkd	Тони	properNoun	bul
Трајан	properNoun	mkd	Траян	properNoun	bul
Фатмир	properNoun	mkd	Фатмир	properNoun	bul
Фатос	properNoun	mkd	Фатос	properNoun	bul
Филип	properNoun	mkd	Филип	properNoun	bul
Франко	properNoun	mkd	Франко	properNoun	bul
Хавиер	properNoun	mkd	Хавиер	properNoun	bul
Ханс	properNoun	mkd	Ханс	properNoun	bul
Хари	properNoun	mkd	Хари	properNoun	bul
Хашим	properNoun	mkd	Хашим	properNoun	bul
Хоп	properNoun	mkd	Хоп	properNoun	bul
Христо	properNoun	mkd	Христо	properNoun	bul
Чемил	properNoun	mkd	Джемил	properNoun	bul
Стејт департмент	noun	mkd	Държавният департамент на САЩ	noun	bul
абдикација	noun	mkd	абдикация	noun	bul
абдицирање	noun	mkd	абдикация	noun	bul
аболиционизам	noun	mkd	аболиционизъм	noun	bul
природа	noun	mkd	природа	noun	bul
абонос	noun	mkd	абанос	noun	bul
абортус	noun	mkd	помятане	noun	bul
абортус	noun	mkd	аборт	noun	bul
август	noun	mkd	август	noun	bul
авион	noun	mkd	аероплан	noun	bul
авион	noun	mkd	самолет	noun	bul
автобус	noun	mkd	автобус	noun	bul
автокефалност	noun	mkd	автокефалност	noun	bul
автократ	noun	mkd	автократ	noun	bul
автократија	noun	mkd	самодържавие	noun	bul
автократија	noun	mkd	автокрация	noun	bul
автомобил	noun	mkd	автомобил	noun	bul
автономија	noun	mkd	автономия	noun	bul
автопат	noun	mkd	автомагистрала	noun	bul
агенција	noun	mkd	агенция	noun	bul
агол	noun	mkd	ъгъл	noun	bul
агора	noun	mkd	агора	noun	bul
адаптирање	noun	mkd	адаптиране	noun	bul
адвокат	noun	mkd	адвокат	noun	bul
администрација	noun	mkd	администрация	noun	bul
адреналин	noun	mkd	адреналин	noun	bul
аеробик	noun	mkd	аеробика	noun	bul
аеродром	noun	mkd	летище	noun	bul
азбука	noun	mkd	азбука	noun	bul
азил	noun	mkd	убежище	noun	bul
академија	noun	mkd	академия	noun	bul
аклиматизација	noun	mkd	аклиматизация	noun	bul
акредитација	noun	mkd	акредитация	noun	bul
акропол	noun	mkd	акропол	noun	bul
аксиома	noun	mkd	аксиома	noun	bul
активизам	noun	mkd	активизъм	noun	bul
активирање	noun	mkd	активиране	noun	bul
активност	noun	mkd	дейност	noun	bul
активност	noun	mkd	активност	noun	bul
акциза	noun	mkd	акциз	noun	bul
акција	noun	mkd	акция	noun	bul
рација	noun	mkd	акция	noun	bul
ала	noun	mkd	хала	noun	bul
албанец	noun	mkd	албанец	noun	bul
албумин	noun	mkd	албумин	noun	bul
алвеола	noun	mkd	алвеола	noun	bul
алдехид	noun	mkd	алдехид	noun	bul
алегорија	noun	mkd	алегория	noun	bul
алергија	noun	mkd	алергия	noun	bul
алијанса	noun	mkd	алианс	noun	bul
алкохол	noun	mkd	алкохол	noun	bul
алкохолизам	noun	mkd	алкохолизъм	noun	bul
алкохоличар	noun	mkd	алкохолик	noun	bul
алтернатива	noun	mkd	алтернатива	noun	bul
алчност	noun	mkd	алчност	noun	bul
сол	noun	mkd	сол	noun	bul
амандман	noun	mkd	изменение	noun	bul
амбасада	noun	mkd	посолство	noun	bul
амбасадор	noun	mkd	посланик	noun	bul
амбиција	noun	mkd	амбиция	noun	bul
амброзија	noun	mkd	амброзия	noun	bul
амнестија	noun	mkd	амнистия	noun	bul
амортизација	noun	mkd	амортизация	noun	bul
амперметар	noun	mkd	амперметър	noun	bul
анализа	noun	mkd	анализ	noun	bul
аналитичар	noun	mkd	анализатор	noun	bul
анархизам	noun	mkd	анархизъм	noun	bul
анархија	noun	mkd	анархия	noun	bul
анатема	noun	mkd	анатема	noun	bul
анатомија	noun	mkd	анатомия	noun	bul
ангажирање	noun	mkd	ангажиране	noun	bul
анемија	noun	mkd	анемия	noun	bul
анестезија	noun	mkd	анестезия	noun	bul
анимација	noun	mkd	анимация	noun	bul
анкета	noun	mkd	анкета	noun	bul
антагонист	noun	mkd	антагонист	noun	bul
антибиотик	noun	mkd	антибиотик	noun	bul
антитеза	noun	mkd	антитеза	noun	bul
аорта	noun	mkd	аорта	noun	bul
апликација	noun	mkd	заявление	noun	bul
април	noun	mkd	април	noun	bul
апсење	noun	mkd	арестуване	noun	bul
апсолутизам	noun	mkd	абсолютизъм	noun	bul
апстракција	noun	mkd	абстракция	noun	bul
аранжман	noun	mkd	споразумение	noun	bul
спогодба	noun	mkd	споразумение	noun	bul
аристократ	noun	mkd	аристократ	noun	bul
аристократија	noun	mkd	аристокрация	noun	bul
армија	noun	mkd	армия	noun	bul
архаизам	noun	mkd	архаизъм	noun	bul
архитектура	noun	mkd	архитектура	noun	bul
ас	noun	mkd	ас	noun	bul
ас	noun	mkd	асо	noun	bul
асимилација	noun	mkd	асимилация	noun	bul
асоцијација	noun	mkd	асоциация	noun	bul
аспирација	noun	mkd	аспирация	noun	bul
астма	noun	mkd	астма	noun	bul
атеизам	noun	mkd	атеизъм	noun	bul
атентат	noun	mkd	атентат	noun	bul
атол	noun	mkd	атол	noun	bul
атом	noun	mkd	атом	noun	bul
аудиенција	noun	mkd	аудиенция	noun	bul
ајкула	noun	mkd	акула	noun	bul
бадем	noun	mkd	бадем	noun	bul
база	noun	mkd	база	noun	bul
бактерија	noun	mkd	бактерия	noun	bul
бал	noun	mkd	бал	noun	bul
банка	noun	mkd	банка	noun	bul
барање	noun	mkd	искане	noun	bul
бас	noun	mkd	бас	noun	bul
басна	noun	mkd	басня	noun	bul
башибозук	noun	mkd	башибозук	noun	bul
беатификација	noun	mkd	беатификация	noun	bul
бегалец	noun	mkd	беглец	noun	bul
бегство	noun	mkd	бягство	noun	bul
безбедност	noun	mkd	сигурност	noun	bul
сигурност	noun	mkd	сигурност	noun	bul
берза	noun	mkd	борса	noun	bul
бесконечност	noun	mkd	безконечност	noun	bul
бескрајност	noun	mkd	безкрайност	noun	bul
бесмртност	noun	mkd	безсмъртие	noun	bul
библија	noun	mkd	библия	noun	bul
бизнесмен	noun	mkd	бизнесмен	noun	bul
бизнис	noun	mkd	бизнес	noun	bul
бизнисмен	noun	mkd	бизнесмен	noun	bul
билка	noun	mkd	билка	noun	bul
биолог	noun	mkd	биолог	noun	bul
биологија	noun	mkd	биология	noun	bul
религија	noun	mkd	религия	noun	bul
митологија	noun	mkd	митология	noun	bul
бионика	noun	mkd	бионика	noun	bul
биохемија	noun	mkd	биохимия	noun	bul
биро	noun	mkd	бюро	noun	bul
бис	noun	mkd	бис	noun	bul
бисер	noun	mkd	бисер	noun	bul
близина	noun	mkd	близост	noun	bul
блок	noun	mkd	блок	noun	bul
блокирање	noun	mkd	блокиране	noun	bul
бог	noun	mkd	бог	noun	bul
болест	noun	mkd	заболяване	noun	bul
болест	noun	mkd	болест	noun	bul
болница	noun	mkd	болница	noun	bul
бомба	noun	mkd	бомба	noun	bul
бомбардирање	noun	mkd	бомбардиране	noun	bul
борач	noun	mkd	борец	noun	bul
борец	noun	mkd	борец	noun	bul
борба	noun	mkd	борба	noun	bul
босилек	noun	mkd	босилек	noun	bul
ботаника	noun	mkd	ботаника	noun	bul
ботаничар	noun	mkd	ботаник	noun	bul
бојкот	noun	mkd	бойкот	noun	bul
бразда	noun	mkd	бразда	noun	bul
утро	noun	mkd	сутрин	noun	bul
утро	noun	mkd	утро	noun	bul
брак	noun	mkd	брак	noun	bul
бран	noun	mkd	вълна	noun	bul
братство	noun	mkd	братство	noun	bul
