"France"-properNoun-fr "Francia"-properNoun-es
"Franche-Comté"-properNoun-fr "Franco Condado"-properNoun-es
"Ainhara"-properNoun-fr "Ainhara"-properNoun-es
"Moïse"-properNoun-fr "Moisés"-properNoun-es
"Schweitzer"-properNoun-fr "Schweitzer"-properNoun-es
"Etosa"-properNoun-fr "Etosa"-properNoun-es
"Romano Prodi"-properNoun-fr "Romano Prodi"-properNoun-es
"automatisation"-noun-fr "automatización"-noun-es
"Delgado"-properNoun-fr "Delgado"-properNoun-es
"Trente"-properNoun-fr "Trento"-properNoun-es
"déposer sur un compte"-verb-fr "ingresar dinero"-verb-es
"haie"-noun-fr "seto"-noun-es
"haie"-noun-fr "valla"-noun-es
"Robert Kotcharian"-properNoun-fr "Robert Kocharian"-properNoun-es
"couper l'herbe sous le pied"-verb-fr "ganar por la mano"-verb-es
"Sicile"-properNoun-fr "Sicilia"-properNoun-es
"au printemps"-adverb-fr "en primavera"-adverb-es
"Philippe Ier le Beau"-properNoun-fr "Felipe I el Hermoso"-properNoun-es
"pupille"-noun-fr "pupila"-noun-es
"déclinatoire"-noun-fr "declinatorio"-noun-es
"antifumée"-noun-fr "antihumo"-noun-es
"asthme"-noun-fr "asma"-noun-es
"combustible"-noun-fr "combustible"-noun-es
"Mycènes"-properNoun-fr "Micenas"-properNoun-es
"impact écologique"-noun-fr "impacto ambiental"-noun-es
"Niger"-properNoun-fr "Níger"-properNoun-es
"compatibilité"-noun-fr "compatibilidad"-noun-es
"GTI"-noun-fr "GTI"-noun-es
"info"-noun-fr "info"-noun-es
"ancrage"-noun-fr "anclaje"-noun-es
"Leire"-properNoun-fr "Leire"-properNoun-es
"Confebask"-properNoun-fr "Confebask"-properNoun-es
"Jouyet"-properNoun-fr "Jouyet"-properNoun-es
"Abu Dhabi"-properNoun-fr "Abu Dabi"-properNoun-es
"Laval"-properNoun-fr "Laval"-properNoun-es
"audit"-noun-fr "auditoría"-noun-es
"simplicité"-noun-fr "sencillez"-noun-es
"souper"-noun-fr "cena"-noun-es
"cuisinier"-noun-fr "cocinero"-noun-es
"prix de vente"-noun-fr "precio de venta"-noun-es
"Zabel"-properNoun-fr "Zabel"-properNoun-es
"Corsica"-properNoun-fr "Córcega"-properNoun-es
"kutxa"-properNoun-fr "kutxa"-properNoun-es
"naguère"-adverb-fr "recientemente"-adverb-es
"Arteaga"-properNoun-fr "Arteaga"-properNoun-es
"quarante-sept"-numeral-fr "cuarenta y siete"-numeral-es
"interlope"-adjective-fr "intérlope"-adjective-es
"falaise"-noun-fr "acantilado"-noun-es
"encerclement"-noun-fr "acordonamiento"-noun-es
"paix"-noun-fr "paz"-noun-es
"caractère accidentel"-noun-fr "accidentalidad"-noun-es
"caméra vidéo"-noun-fr "videocámara"-noun-es
"Batailles d'Aboukir"-properNoun-fr "Batalla de Abukir"-properNoun-es
"adoptif"-adjective-fr "adoptivo"-adjective-es
"The Middleman"-properNoun-fr "The Middleman"-properNoun-es
"Dow Jones"-properNoun-fr "Dow Jones"-properNoun-es
"Amaiur"-properNoun-fr "Amaiur"-properNoun-es
"cheminer"-verb-fr "caminar"-verb-es
"cheminer"-verb-fr "andar"-verb-es
"diplômé"-noun-fr "graduado"-noun-es
"diplômé"-noun-fr "titulado"-noun-es
"diplômé"-noun-fr "licenciado"-noun-es
"diplômé"-noun-fr "diplomado"-noun-es
"Agurain"-properNoun-fr "Agurain"-properNoun-es
"deuxième division"-noun-fr "segunda división"-noun-es
"dividende"-noun-fr "dividendo"-noun-es
"imaginaire"-adjective-fr "imaginario"-adjective-es
"ANIA"-noun-fr "ANIA"-noun-es
"Sous-continent Indien"-properNoun-fr "Subcontinente Índio"-properNoun-es
"Sous-continent Indien"-properNoun-fr "Asia Meriodional"-properNoun-es
"Cristian"-properNoun-fr "Cristian"-properNoun-es
"FLN"-noun-fr "FLN"-noun-es
"édredon"-noun-fr "edredón"-noun-es
"encore"-adverb-fr "aún"-adverb-es
"encore"-adverb-fr "todavía"-adverb-es
"sauter au plafond"-verb-fr "morir del susto"-verb-es
"sottise"-noun-fr "tontería"-noun-es
"sottise"-noun-fr "disparate"-noun-es
"Burlada"-properNoun-fr "Burlada"-properNoun-es
"prudhomme"-noun-fr "juez de lo social"-noun-es
"serviette"-noun-fr "servilleta"-noun-es
"libéralisation"-noun-fr "liberalización"-noun-es
"alléger"-verb-fr "aligerar"-verb-es
"Mori"-properNoun-fr "Mori"-properNoun-es
"Horace"-properNoun-fr "Horacio"-properNoun-es
"débattre"-verb-fr "debatir"-verb-es
"Ben-Ahin"-properNoun-fr "Ben-Ahin"-properNoun-es
"gothique"-adjective-fr "gótico"-adjective-es
"correct"-adjective-fr "correcto"-adjective-es
"Alcala Meco"-properNoun-fr "Alcala Meco"-properNoun-es
"photographique"-adjective-fr "fotográfico"-adjective-es
"Lusitanie"-properNoun-fr "Lusitania"-properNoun-es
"Alianzo"-properNoun-fr "Alianzo"-properNoun-es
"Eugenia"-properNoun-fr "Eugenia"-properNoun-es
"régate"-noun-fr "estropada"-noun-es
"régate"-noun-fr "regata"-noun-es
"Rodolfo"-properNoun-fr "Rodolfo"-properNoun-es
"à jour"-adverb-fr "al día"-adverb-es
"enfreindre"-verb-fr "infringir"-verb-es
"enfreindre"-verb-fr "quebrantar"-verb-es
"gestionnaire"-noun-fr "gestor"-noun-es
"homophobie"-noun-fr "homofobia"-noun-es
"policer"-verb-fr "civilizar"-verb-es
"ère"-noun-fr "era"-noun-es
"quoi qu'il arrive"-adverb-fr "pase lo que pase"-adverb-es
"Moroni"-properNoun-fr "Moroni"-properNoun-es
"Balladur"-properNoun-fr "Balladur"-properNoun-es
"aggravant"-adjective-fr "agravante"-adjective-es
"Rubí"-properNoun-fr "Rubí"-properNoun-es
"coup d'accélérateur"-noun-fr "acelerón"-noun-es
"Papendal"-properNoun-fr "Papendal"-properNoun-es
"indicateur"-noun-fr "confidente"-noun-es
"indicateur"-noun-fr "indicador"-noun-es
"indicateur"-noun-fr "puntero"-noun-es
"recycler"-verb-fr "reciclar"-verb-es
"Lipper"-properNoun-fr "Lipper"-properNoun-es
"romantique"-adjective-fr "romántico"-adjective-es
"agricole"-adjective-fr "agrícola"-adjective-es
"antivol"-adjective-fr "antirrobo"-adjective-es
"préoccupant"-adjective-fr "preocupante"-adjective-es
"deux cents"-numeral-fr "doscientos"-numeral-es
"avoir la chair de poule"-verb-fr "tener carne de gallina"-verb-es
"modem"-noun-fr "módem"-noun-es
"anti-âge"-adjective-fr "anti-edad"-adjective-es
"véridique"-adjective-fr "veraz"-adjective-es
"auxiliaire"-adjective-fr "auxiliar"-adjective-es
"cent"-numeral-fr "cien"-numeral-es
"Danilo"-properNoun-fr "Danilo"-properNoun-es
"Kenneth"-properNoun-fr "Kenneth"-properNoun-es
"Ardela"-properNoun-fr "Ardela"-properNoun-es
"Îles Cook"-properNoun-fr "Islas Cook"-properNoun-es
"Vía de las dos Castillas"-properNoun-fr "Vía de las dos Castillas"-properNoun-es
"osé"-adjective-fr "atrevido"-adjective-es
"idéologique"-adjective-fr "ideológico"-adjective-es
"saxophone"-noun-fr "saxo"-noun-es
"allegro"-noun-fr "allegro"-noun-es
"stationnaire"-adjective-fr "estacionario"-adjective-es
"de derrière"-adjective-fr "trasero"-adjective-es
"couverture médiatique"-noun-fr "cobertura informativa"-noun-es
"notaire"-noun-fr "notario"-noun-es
"Abadiño"-properNoun-fr "Abadiano"-properNoun-es
"Abadiño"-properNoun-fr "Abadiño"-properNoun-es
"versatile"-adjective-fr "versátil"-adjective-es
"énumérer"-verb-fr "enumerar"-verb-es
"énumérer"-verb-fr "desgranar"-verb-es
"Médée"-properNoun-fr "Medea"-properNoun-es
"murcien"-adjective-fr "murciano"-adjective-es
"moteur de recherche"-noun-fr "motor de búsqueda"-noun-es
"moteur de recherche"-noun-fr "buscador"-noun-es
"vibrer"-verb-fr "vibrar"-verb-es
"dessiner"-verb-fr "diseñar"-verb-es
"dessiner"-verb-fr "dibujar"-verb-es
"expropriation"-noun-fr "expropiación"-noun-es
"rival"-adjective-fr "rival"-adjective-es
"supérieur"-adjective-fr "superior"-adjective-es
"spécialiser"-verb-fr "especializar"-verb-es
"poterie"-noun-fr "alfarería"-noun-es
"Saint-Germain"-properNoun-fr "Saint-Germain"-properNoun-es
"agir de mèche avec"-verb-fr "estar conchabado con"-verb-es
"Thalès"-properNoun-fr "Tales"-properNoun-es
"d'autre part"-adverb-fr "por otro lado"-adverb-es
"marocain"-adjective-fr "marroquí"-adjective-es
"enregistrer"-verb-fr "grabar"-verb-es
"enregistrer"-verb-fr "registrar"-verb-es
"palmarès"-noun-fr "palmarés"-noun-es
"corps de métier"-noun-fr "gremio"-noun-es
"tout de suite"-adverb-fr "seguidamente"-adverb-es
"irréfutablement"-adverb-fr "fehacientemente"-adverb-es
"Cánovas"-properNoun-fr "Cánovas"-properNoun-es
"catastrophique"-adjective-fr "catastrófico"-adjective-es
"progressivement"-adverb-fr "progresivamente"-adverb-es
"macroéconomique"-adjective-fr "macroeconómico"-adjective-es
"baissier"-adjective-fr "bajista"-adjective-es
"Ameijeiras"-properNoun-fr "Ameijeiras"-properNoun-es
"ressource propre"-noun-fr "RRPP"-noun-es
"ressource propre"-noun-fr "recurso propio"-noun-es
"centrale"-noun-fr "central"-noun-es
"fluorescent"-adjective-fr "fluorescente"-adjective-es
"Navarro"-properNoun-fr "Navarro"-properNoun-es
"Aiguillon"-properNoun-fr "Aiguillon"-properNoun-es
"trouble"-noun-fr "trastorno"-noun-es
"trouble"-noun-fr "disturbio"-noun-es
"vertèbre"-noun-fr "vértebra"-noun-es
"autour de"-preposition-fr "en torno a"-preposition-es
"conflit"-noun-fr "conflicto"-noun-es
"Gernika-Lumo"-properNoun-fr "Gernika-Lumo"-properNoun-es
"Togo"-properNoun-fr "Togo"-properNoun-es
"voilà tout"-adverb-fr "eso es todo"-adverb-es
"Mayenne"-properNoun-fr "Mayenne"-properNoun-es
"Zhang"-properNoun-fr "Zhang"-properNoun-es
"voisinage"-noun-fr "vecindad"-noun-es
"voisinage"-noun-fr "vecindario"-noun-es
"Petra"-properNoun-fr "Petra"-properNoun-es
"désinhibé"-adjective-fr "desinhibido"-adjective-es
"Ob"-properNoun-fr "Obi"-properNoun-es
"redéploiement"-noun-fr "reestructuración"-noun-es
"dépuration"-noun-fr "depuración"-noun-es
"désintégration"-noun-fr "desintegración"-noun-es
"réussi"-adjective-fr "exitoso"-adjective-es
"produire intérêt"-verb-fr "producir interés"-verb-es
"aide-starter"-noun-fr "ayudante del juez de salida"-noun-es
"Íngrid"-properNoun-fr "Íngrid"-properNoun-es
"éternellement"-adverb-fr "eternamente"-adverb-es
"raidir"-verb-fr "estirar"-verb-es
"mettre en dépôt"-verb-fr "dejar en depósito"-verb-es
"homologuer"-verb-fr "homologar"-verb-es
"Wikipédia"-properNoun-fr "Wikipedia"-properNoun-es
"montrer"-verb-fr "mostrar"-verb-es
"Akayev"-properNoun-fr "Akayev"-properNoun-es
"Rizzanese d'Albertine"-properNoun-fr "Rizzanese d'Albertine"-properNoun-es
"Lombardi"-properNoun-fr "Lombardi"-properNoun-es
"sarkozysme"-noun-fr "sarkozysmo"-noun-es
"Mendizabal"-properNoun-fr "Mendizabal"-properNoun-es
"SOS"-noun-fr "SOS"-noun-es
"Varsovie"-properNoun-fr "Varsovia"-properNoun-es
"intransigeant"-adjective-fr "intransigente"-adjective-es
"Tárrega"-properNoun-fr "Tárrega"-properNoun-es
"tempranillo"-noun-fr "tempranillo"-noun-es
"mener par le bout du nez"-verb-fr "manejar como un títere"-verb-es
"Villena"-properNoun-fr "Villena"-properNoun-es
"hot-dog"-noun-fr "perrito caliente"-noun-es
"négoce"-noun-fr "negocio"-noun-es
"nationalisme"-noun-fr "nacionalismo"-noun-es
"entre-temps"-adverb-fr "mientras tanto"-adverb-es
"Clooney"-properNoun-fr "Clooney"-properNoun-es
"meurtrier"-adjective-fr "homicida"-adjective-es
"Ankara"-properNoun-fr "Ankara"-properNoun-es
"Ludwig Scotty"-properNoun-fr "Ludwig Scotty"-properNoun-es
"paranoïa"-noun-fr "paranoia"-noun-es
"tribune"-noun-fr "tribuna"-noun-es
"carrément"-adverb-fr "francamente"-adverb-es
"ventilation"-noun-fr "ventilación"-noun-es
"Aliaksandr"-properNoun-fr "Aliaksandr"-properNoun-es
"attentivement"-adverb-fr "atentamente"-adverb-es
"Anderlues"-properNoun-fr "Anderlues"-properNoun-es
"Málaga"-properNoun-fr "Málaga"-properNoun-es
"hétérogène"-adjective-fr "heterogéneo"-adjective-es
"soixante-deux"-numeral-fr "sesenta y dos"-numeral-es
"démographie"-noun-fr "demografía"-noun-es
"tome"-noun-fr "tomo"-noun-es
"Igon"-properNoun-fr "Igon"-properNoun-es
"Merkezi"-properNoun-fr "Merkezi"-properNoun-es
"Canet"-properNoun-fr "Canet"-properNoun-es
"gêne"-noun-fr "molestia"-noun-es
"dans peu de minutes"-adverb-fr "en pocos minutos"-adverb-es
"budgétaire"-adjective-fr "presupuestario"-adjective-es
"EFTA"-noun-fr "EFTA"-noun-es
"décimal"-adjective-fr "decimal"-adjective-es
"politiquement"-adverb-fr "políticamente"-adverb-es
"salut"-interjection-fr "hola"-interjection-es
"étranger"-adjective-fr "extranjero"-adjective-es
"admettre"-verb-fr "admitir"-verb-es
"établissement de crédit"-noun-fr "establecimiento de crédito"-noun-es
"souffrir"-verb-fr "adolecer"-verb-es
"souffrir"-verb-fr "sufrir"-verb-es
"guerre franco-allemande"-noun-fr "guerra franco-prusiana"-noun-es
"expulser"-verb-fr "expulsar"-verb-es
"playstation"-noun-fr "playstation"-noun-es
"encore plus"-adverb-fr "más aún"-adverb-es
"Caïphe"-properNoun-fr "Caifás"-properNoun-es
"Evergreen"-properNoun-fr "Evergreen"-properNoun-es
"façade"-noun-fr "fachada"-noun-es
"Benyamin Netanyahou"-properNoun-fr "Benjamin Netanyahu"-properNoun-es
"Benyamin Netanyahou"-properNoun-fr "Benjamín Netanyahu"-properNoun-es
"génétique"-adjective-fr "genético"-adjective-es
"endormir"-verb-fr "adormilar"-verb-es
"endormir"-verb-fr "dormir"-verb-es
"Archanco"-properNoun-fr "Archanco"-properNoun-es
"Raffaele"-properNoun-fr "Raffaele"-properNoun-es
"familiarité"-noun-fr "familiaridad"-noun-es
"Transnets"-properNoun-fr "Transnets"-properNoun-es
"négociable"-adjective-fr "negociable"-adjective-es
"pluriannuel"-adjective-fr "plurianual"-adjective-es
"Calcutta"-properNoun-fr "Calcuta"-properNoun-es
"Supérieur"-properNoun-fr "Superior"-properNoun-es
"Baranowski"-properNoun-fr "Baranowski"-properNoun-es
"plantation"-noun-fr "plantación"-noun-es
"dévisager"-verb-fr "mirar"-verb-es
"Papito"-properNoun-fr "Papito"-properNoun-es
"Johnnie"-properNoun-fr "Johnnie"-properNoun-es
"élections"-noun-fr "comicios"-noun-es
"selon"-preposition-fr "según"-preposition-es
"Amsterdam"-properNoun-fr "Amsterdam"-properNoun-es
"accusé"-adjective-fr "acusado"-adjective-es
"au détail"-adverb-fr "al por menor"-adverb-es
"en collaboration"-adverb-fr "en colaboración"-adverb-es
"Sanofi-Aventis"-properNoun-fr "Sanofi-Aventis"-properNoun-es
"AMR"-noun-fr "AMR"-noun-es
"Allianz"-properNoun-fr "Allianz"-properNoun-es
"quatre-vingt-un"-numeral-fr "ochenta y uno"-numeral-es
"faire connaître"-verb-fr "dar a conocer"-verb-es
"Unix"-properNoun-fr "Unix"-properNoun-es
"Sichuan"-properNoun-fr "Sichuan"-properNoun-es
"Andaman"-properNoun-fr "Andamán"-properNoun-es
"gaztekutxa"-properNoun-fr "gaztekutxa"-properNoun-es
"Emaus"-properNoun-fr "Emaus"-properNoun-es
"Sahara"-properNoun-fr "Sáhara"-properNoun-es
"Aldamiz"-properNoun-fr "Aldamiz"-properNoun-es
"Gironde"-properNoun-fr "Gironda"-properNoun-es
"AEX"-noun-fr "AEX"-noun-es
"Cheste"-properNoun-fr "Xest"-properNoun-es
"Cheste"-properNoun-fr "Cheste"-properNoun-es
"grandissant"-adjective-fr "creciente"-adjective-es
"République Démocratique Allemande"-properNoun-fr "República Democrática Alemana"-properNoun-es
"Ivan Gasparovic"-properNoun-fr "Ivan Gasparovic"-properNoun-es
"cela"-pronoun-fr "ello"-pronoun-es
"cela"-pronoun-fr "aquello"-pronoun-es
"cela"-pronoun-fr "eso"-pronoun-es
"dominicain"-adjective-fr "dominicano"-adjective-es
"décisif"-adjective-fr "decisivo"-adjective-es
"Gotzon"-properNoun-fr "Gotzon"-properNoun-es
"Melun"-properNoun-fr "Melun"-properNoun-es
"Bollywood"-properNoun-fr "Bollywood"-properNoun-es
"Eneko"-properNoun-fr "Eneko"-properNoun-es
"tout bien considéré"-adverb-fr "considerándolo todo"-adverb-es
"enquêter"-verb-fr "investigar"-verb-es
"simulateur"-noun-fr "farsante"-noun-es
"simulateur"-noun-fr "simulador"-noun-es
"faune"-noun-fr "fauna"-noun-es
"hygiène et sécurité du travail"-noun-fr "higiene y seguridad en el trabajo"-noun-es
"Alperi"-properNoun-fr "Alperi"-properNoun-es
"prêt"-adjective-fr "listo"-adjective-es
"bourgeoisie"-noun-fr "burguesía"-noun-es
"investisseur"-noun-fr "inversionista"-noun-es
"investisseur"-noun-fr "inversor"-noun-es
"Bercy"-properNoun-fr "Bercy"-properNoun-es
"jeu"-noun-fr "juego"-noun-es
"rhumb"-noun-fr "rumbo"-noun-es
"Carl"-properNoun-fr "Carl"-properNoun-es
"Comores"-properNoun-fr "Comoras"-properNoun-es
"miel"-noun-fr "miel"-noun-es
"omniprésent"-adjective-fr "omnipresente"-adjective-es
"Aveiro"-properNoun-fr "Aveiro"-properNoun-es
"érudition"-noun-fr "erudición"-noun-es
"Argemi"-properNoun-fr "Argemi"-properNoun-es
"Matías"-properNoun-fr "Matías"-properNoun-es
"cabine"-noun-fr "cabina"-noun-es
"préparer"-verb-fr "preparar"-verb-es
"Bilbao Exhibition Centre"-properNoun-fr "Bilbao Exhibition Centre"-properNoun-es
"chocolat"-noun-fr "chocolate"-noun-es
"patte"-noun-fr "pata"-noun-es
"sol urbain"-noun-fr "suelo urbano"-noun-es
"flottant"-adjective-fr "flotante"-adjective-es
"paroi"-noun-fr "pared"-noun-es
"Eriz"-properNoun-fr "Eriz"-properNoun-es
"organique"-adjective-fr "orgánico"-adjective-es
"ouvrier"-adjective-fr "obrero"-adjective-es
"Víctor"-properNoun-fr "Víctor"-properNoun-es
"Madrid"-properNoun-fr "Madrid"-properNoun-es
"orphelin"-noun-fr "huérfano"-noun-es
"inacceptable"-adjective-fr "inaceptable"-adjective-es
"Ibon"-properNoun-fr "Ibon"-properNoun-es
"observation"-noun-fr "observación"-noun-es
"cinquante-cinq"-numeral-fr "cincuenta y cinco"-numeral-es
"IV"-numeral-fr "IV"-numeral-es
"pronom"-noun-fr "pronombre"-noun-es
"Chávez"-properNoun-fr "Chávez"-properNoun-es
"logis"-noun-fr "vivienda"-noun-es
"Rossell"-properNoun-fr "Rosell"-properNoun-es
"Rossell"-properNoun-fr "Rossell"-properNoun-es
"corbeille à papier"-noun-fr "papelera"-noun-es
"enfance"-noun-fr "niñez"-noun-es
"enfance"-noun-fr "infancia"-noun-es
"structural"-adjective-fr "estructural"-adjective-es
"faire le pied de grue"-verb-fr "estar de plantón"-verb-es
"Nicolau"-properNoun-fr "Nicolau"-properNoun-es
"guérillero"-noun-fr "guerrillero"-noun-es
"contracter"-verb-fr "contraer"-verb-es
"remonter"-verb-fr "remontar"-verb-es
"rond"-adjective-fr "redondo"-adjective-es
"Amaral"-properNoun-fr "Amaral"-properNoun-es
"Finar"-properNoun-fr "Finar"-properNoun-es
"vestige"-noun-fr "vestigio"-noun-es
"Ammo"-properNoun-fr "Ammo"-properNoun-es
"survivance"-noun-fr "supervivencia"-noun-es
"inondation"-noun-fr "inundación"-noun-es
"Macua"-properNoun-fr "Macua"-properNoun-es
"Eleka"-properNoun-fr "Eleka"-properNoun-es
"requérir"-verb-fr "requerir"-verb-es
"Gerardo"-properNoun-fr "Gerardo"-properNoun-es
"bouddhiste"-adjective-fr "budista"-adjective-es
"Pichichi"-properNoun-fr "Pichichi"-properNoun-es
"silence"-noun-fr "silencio"-noun-es
"urine"-noun-fr "orina"-noun-es
"LIQ"-noun-fr "LIQ"-noun-es
"fermeté"-noun-fr "firmeza"-noun-es
"civique"-adjective-fr "cívico"-adjective-es
"Grégory"-properNoun-fr "Grégory"-properNoun-es
"Lutèce"-properNoun-fr "Lutecia"-properNoun-es
"domicile"-noun-fr "domicilio"-noun-es
"Pasquier"-properNoun-fr "Pasquier"-properNoun-es
"esclave"-noun-fr "esclavo"-noun-es
"mouchoir"-noun-fr "pañuelo"-noun-es
"râteau"-noun-fr "rastrillo"-noun-es
"toit"-noun-fr "tejado"-noun-es
"Cotado"-properNoun-fr "Cotado"-properNoun-es
"Finlande"-properNoun-fr "Finlandia"-properNoun-es
"Prodi"-properNoun-fr "Prodi"-properNoun-es
"yayo"-noun-fr "yayo"-noun-es
"royaume"-noun-fr "reino"-noun-es
"Solberg"-properNoun-fr "Solberg"-properNoun-es
"aucun"-pronoun-fr "nadie"-pronoun-es
"aucun"-pronoun-fr "ninguno"-pronoun-es
"invisibilité"-noun-fr "invisibilidad"-noun-es
"filtration"-noun-fr "filtración"-noun-es
"Floren"-properNoun-fr "Floren"-properNoun-es
"sous-lieutenant"-noun-fr "alférez"-noun-es
"Georgetown"-properNoun-fr "Georgetown"-properNoun-es
"menuisier"-noun-fr "carpintero"-noun-es
"gobeletier"-noun-fr "cristalero"-noun-es
"Tour de France"-properNoun-fr "Tour de Francia"-properNoun-es
"apartheid"-noun-fr "apartheid"-noun-es
"Le Manifeste du parti communiste"-properNoun-fr "El Manifiesto Comunista"-properNoun-es
"commencement"-noun-fr "incoación"-noun-es
"lagune"-noun-fr "laguna"-noun-es
"tache"-noun-fr "mancha"-noun-es
"tache"-noun-fr "tacha"-noun-es
"de caractère obligatoire"-adverb-fr "de carácter forzoso"-adverb-es
"assoupir"-verb-fr "dormir"-verb-es
"Drôme"-properNoun-fr "Drôme"-properNoun-es
"diminuer"-verb-fr "decrecer"-verb-es
"diminuer"-verb-fr "aminorar"-verb-es
"diminuer"-verb-fr "disminuir"-verb-es
"diminuer"-verb-fr "minorar"-verb-es
"Badiola"-properNoun-fr "Badiola"-properNoun-es
"exempter"-verb-fr "eximir"-verb-es
"Aljan"-properNoun-fr "Aljan"-properNoun-es
"Cornouailles"-properNoun-fr "Cornualles"-properNoun-es
"Ayacucho"-properNoun-fr "Ayacucho"-properNoun-es
"annuité"-noun-fr "anualidad"-noun-es
"indépendantiste"-adjective-fr "independentista"-adjective-es
"Bob"-properNoun-fr "Bob"-properNoun-es
"Goran"-properNoun-fr "Goran"-properNoun-es
"urbain"-adjective-fr "urbano"-adjective-es
"décevant"-adjective-fr "decepcionante"-adjective-es
"contestable"-adjective-fr "discutible"-adjective-es
"souffrance"-noun-fr "sufrimiento"-noun-es
"Ambros"-properNoun-fr "Ambros"-properNoun-es
"profil"-noun-fr "perfil"-noun-es
"accouplement"-noun-fr "acoplamiento"-noun-es
"casque"-noun-fr "casco"-noun-es
