"the"-determiner-en "el"-determiner-ca
"delightful"-adjective-en "deliciós"-adjective-ca
"delinquent"-adjective-en "morós"-adjective-ca
"demagogic"-adjective-en "demagògic"-adjective-ca
"democratic"-adjective-en "democràtic"-adjective-ca
"demographical"-adjective-en "demogràfic"-adjective-ca
"demographic"-adjective-en "demogràfic"-adjective-ca
"demoniac"-adjective-en "demoníac"-adjective-ca
"demonic"-adjective-en "diabòlic"-adjective-ca
"demonstrative"-adjective-en "demostratiu"-adjective-ca
"dendritic"-adjective-en "dendrític"-adjective-ca
"denigratory"-adjective-en "difamador"-adjective-ca
"deontological"-adjective-en "deontològic"-adjective-ca
"depository"-adjective-en "dipositari"-adjective-ca
"depressive"-adjective-en "depressiu"-adjective-ca
"derogatory"-adjective-en "derogatori"-adjective-ca
"descriptive"-adjective-en "descriptiu"-adjective-ca
"desirous"-adjective-en "desitjós"-adjective-ca
"desolate"-adjective-en "desolat"-adjective-ca
"desperate"-adjective-en "desesperat"-adjective-ca
"destined"-adjective-en "destinat"-adjective-ca
"destitute"-adjective-en "desemparat"-adjective-ca
"destructive"-adjective-en "destructiu"-adjective-ca
"determinate"-adjective-en "determinat"-adjective-ca
"detrital"-adjective-en "detrític"-adjective-ca
"Devonian"-adjective-en "devonià"-adjective-ca
"devotional"-adjective-en "religiós"-adjective-ca
"dewy-eyed"-adjective-en "ingenu"-adjective-ca
"dexter"-adjective-en "destre"-adjective-ca
"dexter"-adjective-en "dretà"-adjective-ca
"diabolical"-adjective-en "diabòlic"-adjective-ca
"diachronic"-adjective-en "diacrònic"-adjective-ca
"dialectic"-adjective-en "dialèctic"-adjective-ca
"diamagnetic"-adjective-en "diamagnètic"-adjective-ca
"diaphragmatic"-adjective-en "diafragmàtic"-adjective-ca
"diatomic"-adjective-en "diatòmic"-adjective-ca
"diatonic"-adjective-en "diatònic"-adjective-ca
"dichotomous"-adjective-en "dicotòmic"-adjective-ca
"didactic"-adjective-en "didàctic"-adjective-ca
"dietary"-adjective-en "dietètic"-adjective-ca
"diffused"-adjective-en "difús"-adjective-ca
"diffuse"-adjective-en "difús"-adjective-ca
"diffusing"-adjective-en "difusor"-adjective-ca
"digastric"-adjective-en "digàstric"-adjective-ca
"digestive"-adjective-en "digestiu"-adjective-ca
"dilapidated"-adjective-en "ruïnós"-adjective-ca
"dilatory"-adjective-en "dilatori"-adjective-ca
"diminutive"-adjective-en "diminutiu"-adjective-ca
"diocesan"-adjective-en "diocesà"-adjective-ca
"Diophantine"-adjective-en "diofàntic"-adjective-ca
"diploic"-adjective-en "diploic"-adjective-ca
"diplomatic"-adjective-en "diplomàtic"-adjective-ca
"dipteral"-adjective-en "dípter"-adjective-ca
"directorial"-adjective-en "directiu"-adjective-ca
"direct"-adjective-en "directe"-adjective-ca
"direct"-adjective-en "adreçar"-verb-ca
"direct"-adjective-en "dirigir"-verb-ca
"direct"-adjective-en "encaminar"-verb-ca
"direct"-adjective-en "menar"-verb-ca
"direct"-verb-en "directe"-adjective-ca
"direct"-verb-en "adreçar"-verb-ca
"direct"-verb-en "dirigir"-verb-ca
"direct"-verb-en "encaminar"-verb-ca
"direct"-verb-en "menar"-verb-ca
"dire"-adjective-en "extrem"-adjective-ca
"disabled"-adjective-en "discapacitat"-adjective-ca
"disabled"-adjective-en "invàlid"-adjective-ca
"disadvantaged"-adjective-en "desavantatjat"-adjective-ca
"disadvantaged"-adjective-en "desfavorit"-adjective-ca
"disappointing"-adjective-en "decebedor"-adjective-ca
"disastrous"-adjective-en "desastrós"-adjective-ca
"disciplinary"-adjective-en "disciplinari"-adjective-ca
"disciplined"-adjective-en "disciplinat"-adjective-ca
"discontinuous"-adjective-en "discontinu"-adjective-ca
"discreet"-adjective-en "discret"-adjective-ca
"discrete"-adjective-en "discret"-adjective-ca
"discriminatory"-adjective-en "discriminatori"-adjective-ca
"disenchanted"-adjective-en "desencantat"-adjective-ca
"disgruntled"-adjective-en "descontent"-adjective-ca
"disgusting"-adjective-en "fastigós"-adjective-ca
"dishonest"-adjective-en "deshonest"-adjective-ca
"disinterested"-adjective-en "desinteressat"-adjective-ca
"disjoint"-adjective-en "disjunt"-adjective-ca
"dismissive"-adjective-en "despectiu"-adjective-ca
"disordered"-adjective-en "desordenat"-adjective-ca
"disorderly"-adjective-en "descontrolat"-adjective-ca
"disorganized"-adjective-en "desorganitzat"-adjective-ca
"disparaging"-adjective-en "menyspreador"-adjective-ca
"displeased"-adjective-en "descontent"-adjective-ca
"disproportionate"-adjective-en "desproporcionat"-adjective-ca
"disrespectful"-adjective-en "irrespectuós"-adjective-ca
"disruptive"-adjective-en "perturbador"-adjective-ca
"dissatisfied"-adjective-en "descontent"-adjective-ca
"dissociative"-adjective-en "dissociatiu"-adjective-ca
"distinctive"-adjective-en "distintiu"-adjective-ca
"distinct"-adjective-en "distint"-adjective-ca
"distinguished"-adjective-en "assenyalat"-adjective-ca
"distraught"-adjective-en "desconsolat"-adjective-ca
"distributive"-adjective-en "distributiu"-adjective-ca
"disyllabic"-adjective-en "bisíl·lab"-adjective-ca
"disyllabic"-adjective-en "disil·làbic"-adjective-ca
"diurnal"-adjective-en "diürn"-adjective-ca
"diverse"-adjective-en "divers"-adjective-ca
"divine"-adjective-en "diví"-adjective-ca
"divisional"-adjective-en "divisori"-adjective-ca
"divisive"-adjective-en "divisiu"-adjective-ca
"dogmatic"-adjective-en "dogmàtic"-adjective-ca
"domed"-adjective-en "voltat"-adjective-ca
"domesticated"-adjective-en "domesticat"-adjective-ca
"domestic"-adjective-en "domèstic"-adjective-ca
"domiciliary"-adjective-en "domiciliari"-adjective-ca
"Dominican"-adjective-en "dominicà"-adjective-ca
"dopaminergic"-adjective-en "dopaminèrgic"-adjective-ca
"Doric"-adjective-en "dòric"-adjective-ca
"dormant"-adjective-en "inactiu"-adjective-ca
"doubtful"-adjective-en "dubtós"-adjective-ca
"downcast"-adjective-en "alacaigut"-adjective-ca
"downtown"-adjective-en "cèntric"-adjective-ca
"dramatic"-adjective-en "dramàtic"-adjective-ca
"drastic"-adjective-en "dràstic"-adjective-ca
"drowned"-adjective-en "ofegat"-adjective-ca
"drunk"-adjective-en "borratxo"-adjective-ca
"dry"-verb-en "assecar"-verb-ca
"dubious"-adjective-en "dubtós"-adjective-ca
"due"-adjective-en "previst"-adjective-ca
"durable"-adjective-en "durador"-adjective-ca
"dyadic"-adjective-en "diàdic"-adjective-ca
"dynamical"-adjective-en "dinàmic"-adjective-ca
"dynamic"-adjective-en "dinàmic"-adjective-ca
"dynastic"-adjective-en "dinàstic"-adjective-ca
"dystopian"-adjective-en "distòpic"-adjective-ca
"dystrophic"-adjective-en "distròfic"-adjective-ca
"eager"-adjective-en "ansiós"-adjective-ca
"eager"-adjective-en "frisós"-adjective-ca
"earnest"-adjective-en "sincer"-adjective-ca
"ebullient"-adjective-en "exaltat"-adjective-ca
"eccentric"-adjective-en "excèntric"-adjective-ca
"ecclesiastical"-adjective-en "eclesiàstic"-adjective-ca
"ecological"-adjective-en "ecològic"-adjective-ca
"economical"-adjective-en "econòmic"-adjective-ca
"economic"-adjective-en "econòmic"-adjective-ca
"ecstatic"-adjective-en "extàtic"-adjective-ca
"ectodermal"-adjective-en "ectodèrmic"-adjective-ca
"ectodynamomorphic"-adjective-en "ectodinamomorf"-adjective-ca
"Ecuadorian"-adjective-en "equatorià"-adjective-ca
"ecumenical"-adjective-en "ecumènic"-adjective-ca
"edaphic"-adjective-en "edàfic"-adjective-ca
"educating"-adjective-en "educador"-adjective-ca
"educational"-adjective-en "educatiu"-adjective-ca
"educative"-adjective-en "educatiu"-adjective-ca
"Edwardian"-adjective-en "eduardià"-adjective-ca
"effective"-adjective-en "efectiu"-adjective-ca
"effective"-adjective-en "eficaç"-adjective-ca
"efficient"-adjective-en "eficaç"-adjective-ca
"egalitarian"-adjective-en "igualitari"-adjective-ca
"egocentric"-adjective-en "egocèntric"-adjective-ca
"egregious"-adjective-en "majúscul"-adjective-ca
"elderly"-adjective-en "ancià"-adjective-ca
"elective"-adjective-en "electiu"-adjective-ca
"elective"-adjective-en "optatiu"-adjective-ca
"electrical"-adjective-en "elèctric"-adjective-ca
"electric"-adjective-en "elèctric"-adjective-ca
"electrochemical"-adjective-en "electroquímic"-adjective-ca
"electrodynamic"-adjective-en "electrodinàmic"-adjective-ca
"electrolytic"-adjective-en "electrolític"-adjective-ca
"electromagnetic"-adjective-en "electromagnètic"-adjective-ca
"electromechanical"-adjective-en "electromecànic"-adjective-ca
"electromotive"-adjective-en "electromotor"-adjective-ca
"electronegative"-adjective-en "electronegatiu"-adjective-ca
"electronic"-adjective-en "electrònic"-adjective-ca
"electrostatic"-adjective-en "electroestàtic"-adjective-ca
"elect"-adjective-en "electe"-adjective-ca
"elect"-adjective-en "elegir"-verb-ca
"elect"-adjective-en "triar"-verb-ca
"elect"-verb-en "electe"-adjective-ca
"elect"-verb-en "elegir"-verb-ca
"elect"-verb-en "triar"-verb-ca
"eliminatory"-adjective-en "eliminatori"-adjective-ca
"Elizabethan"-adjective-en "elisabetià"-adjective-ca
"elliptical"-adjective-en "el·líptic"-adjective-ca
"elliptic"-adjective-en "el·líptic"-adjective-ca
"elusive"-adjective-en "elusiu"-adjective-ca
"embarrassing"-adjective-en "engavanyador"-adjective-ca
"emblematic"-adjective-en "emblemàtic"-adjective-ca
"embryonic"-adjective-en "embrionari"-adjective-ca
"emotive"-adjective-en "emotiu"-adjective-ca
"empathic"-adjective-en "empàtic"-adjective-ca
"emphatic"-adjective-en "emfàtic"-adjective-ca
"emphyteutic"-adjective-en "emfitèutic"-adjective-ca
"empirical"-adjective-en "empíric"-adjective-ca
"enamoured"-adjective-en "enamorat"-adjective-ca
"enclitic"-adjective-en "enclític"-adjective-ca
"enclosed"-adjective-en "clos"-adjective-ca
"enclosed"-adjective-en "tancat"-adjective-ca
"encyclical"-adjective-en "encíclic"-adjective-ca
"encyclopaedic"-adjective-en "enciclopèdic"-adjective-ca
"endemical"-adjective-en "endèmic"-adjective-ca
"endemic"-adjective-en "endèmic"-adjective-ca
"endocrine"-adjective-en "endocrí"-adjective-ca
"endodynamogenic"-adjective-en "endodinamogènic"-adjective-ca
"endogenous"-adjective-en "endogen"-adjective-ca
"endolymphatic"-adjective-en "endolimfàtic"-adjective-ca
"endoplasmic"-adjective-en "endoplàsmic"-adjective-ca
"endothermic"-adjective-en "endotèrmic"-adjective-ca
"energetic"-adjective-en "energètic"-adjective-ca
"energized"-adjective-en "electrificat"-adjective-ca
"enharmonic"-adjective-en "enharmònic"-adjective-ca
"enigmatic"-adjective-en "enigmàtic"-adjective-ca
"entire"-adjective-en "sencer"-adjective-ca
"enzymatic"-adjective-en "enzimàtic"-adjective-ca
"epenthetic"-adjective-en "epentètic"-adjective-ca
"ephemeral"-adjective-en "efímer"-adjective-ca
"epidemiological"-adjective-en "epidemiològic"-adjective-ca
"epigastric"-adjective-en "epigàstric"-adjective-ca
"epigenetic"-adjective-en "epigenètic"-adjective-ca
"epigraphical"-adjective-en "epigràfic"-adjective-ca
"epileptic"-adjective-en "epilèptic"-adjective-ca
"episodic"-adjective-en "episòdic"-adjective-ca
"epistemic"-adjective-en "epistèmic"-adjective-ca
"epistemological"-adjective-en "epistemològic"-adjective-ca
"epithelial"-adjective-en "epitèlic"-adjective-ca
"eponymous"-adjective-en "epònim"-adjective-ca
"equilateral"-adjective-en "equilàter"-adjective-ca
"equivocal"-adjective-en "equívoc"-adjective-ca
"ergodic"-adjective-en "ergòdic"-adjective-ca
"ergogenic"-adjective-en "ergogènic"-adjective-ca
"ergonomical"-adjective-en "ergonòmic"-adjective-ca
"ergonomic"-adjective-en "ergonòmic"-adjective-ca
"Eritrean"-adjective-en "eritreu"-adjective-ca
"erotic"-adjective-en "eròtic"-adjective-ca
"erroneous"-adjective-en "erroni"-adjective-ca
"erudite"-adjective-en "erudit"-adjective-ca
"eschatological"-adjective-en "escatològic"-adjective-ca
"esoteric"-adjective-en "esotèric"-adjective-ca
"esteemed"-adjective-en "preuat"-adjective-ca
"eternal"-adjective-en "etern"-adjective-ca
"ethereal"-adjective-en "eteri"-adjective-ca
"ethical"-adjective-en "ètic"-adjective-ca
"ethic"-adjective-en "ètic"-adjective-ca
"Ethiopian"-adjective-en "etiòpic"-adjective-ca
"ethnic"-adjective-en "ètnic"-adjective-ca
"ethnographic"-adjective-en "etnogràfic"-adjective-ca
"ethnological"-adjective-en "etnològic"-adjective-ca
"etymological"-adjective-en "etimològic"-adjective-ca
"Eucharistic"-adjective-en "eucarístic"-adjective-ca
"Euclidean"-adjective-en "euclidià"-adjective-ca
"Eulerian"-adjective-en "eulerià"-adjective-ca
"euphemistic"-adjective-en "eufemístic"-adjective-ca
"euphoric"-adjective-en "eufòric"-adjective-ca
"Eurasian"-adjective-en "eurasiàtic"-adjective-ca
"Eurosceptic"-adjective-en "euroescèptic"-adjective-ca
"euryene"-adjective-en "euriè"-adjective-ca
"eutrophic"-adjective-en "eutròfic"-adjective-ca
"evangelical"-adjective-en "evangèlic"-adjective-ca
"evangelic"-adjective-en "evangèlic"-adjective-ca
"evasive"-adjective-en "evasiu"-adjective-ca
"evergreen"-adjective-en "perennifoli"-adjective-ca
"everlasting"-adjective-en "perpetu"-adjective-ca
"everyday"-adjective-en "diari"-adjective-ca
"evidential"-adjective-en "probatori"-adjective-ca
"evocative"-adjective-en "evocador"-adjective-ca
"evolutionary"-adjective-en "evolutiu"-adjective-ca
"exacting"-adjective-en "estricte"-adjective-ca
"exact"-adjective-en "exacte"-adjective-ca
"excavating"-adjective-en "excavador"-adjective-ca
"excessive"-adjective-en "excessiu"-adjective-ca
"excitatory"-adjective-en "excitador"-adjective-ca
"exclusive"-adjective-en "exclusiu"-adjective-ca
"exculpatory"-adjective-en "exculpatori"-adjective-ca
"exhausting"-adjective-en "esgotador"-adjective-ca
"exhaustive"-adjective-en "exhaustiu"-adjective-ca
"exocentric"-adjective-en "exocèntric"-adjective-ca
"exothermic"-adjective-en "exotèrmic"-adjective-ca
"exotic"-adjective-en "exòtic"-adjective-ca
"expansionary"-adjective-en "expansiu"-adjective-ca
"expansive"-adjective-en "expansiu"-adjective-ca
"expensive"-adjective-en "car"-adjective-ca
"explanatory"-adjective-en "explicatiu"-adjective-ca
"explicit"-adjective-en "explícit"-adjective-ca
"exploratory"-adjective-en "exploratori"-adjective-ca
"exporting"-adjective-en "exportador"-adjective-ca
"exposed"-adjective-en "exposat"-adjective-ca
"expressive"-adjective-en "expressiu"-adjective-ca
"exquisite"-adjective-en "exquisit"-adjective-ca
"extemporaneous"-adjective-en "extemporani"-adjective-ca
"extensive"-adjective-en "extens"-adjective-ca
"external"-adjective-en "extern"-adjective-ca
"extinct"-adjective-en "extint"-adjective-ca
"extractive"-adjective-en "extractiu"-adjective-ca
"extramural"-adjective-en "extrauniversitari"-adjective-ca
"extraneous"-adjective-en "aliè"-adjective-ca
"extraordinary"-adjective-en "extraordinari"-adjective-ca
"factitious"-adjective-en "factici"-adjective-ca
"fair-haired"-adjective-en "ros"-adjective-ca
"faithless"-adjective-en "descregut"-adjective-ca
"fallacious"-adjective-en "fal·laç"-adjective-ca
"famed"-adjective-en "famós"-adjective-ca
"famous"-adjective-en "famós"-adjective-ca
"fanatical"-adjective-en "fanàtic"-adjective-ca
"fanciful"-adjective-en "imaginari"-adjective-ca
"fancy"-verb-en "agradar"-verb-ca
"fancy"-verb-en "imaginar"-verb-ca
"fantastic"-adjective-en "fantàstic"-adjective-ca
"pharmacological"-adjective-en "farmacològic"-adjective-ca
"Faroese"-adjective-en "feroès"-adjective-ca
"far-right"-adjective-en "ultradretà"-adjective-ca
"fateful"-adjective-en "fatídic"-adjective-ca
"favorite"-adjective-en "favorit"-adjective-ca
"favourable"-adjective-en "propici"-adjective-ca
"fearful"-adjective-en "poruc"-adjective-ca
"fearful"-adjective-en "temorós"-adjective-ca
"fearless"-adjective-en "agosarat"-adjective-ca
"febrifuge"-adjective-en "febrífug"-adjective-ca
"fed up"-adjective-en "fart"-adjective-ca
"federative"-adjective-en "federatiu"-adjective-ca
"felicitous"-adjective-en "adequat"-adjective-ca
"feline"-adjective-en "felí"-adjective-ca
"feminine"-adjective-en "femení"-adjective-ca
"ferocious"-adjective-en "feroç"-adjective-ca
"ferric"-adjective-en "fèrric"-adjective-ca
"ferromagnetic"-adjective-en "ferromagnètic"-adjective-ca
"ferrous"-adjective-en "fèrric"-adjective-ca
"ferrous"-adjective-en "ferrós"-adjective-ca
"festive"-adjective-en "festiu"-adjective-ca
"fetid"-adjective-en "fètid"-adjective-ca
"feudatory"-adjective-en "feudatari"-adjective-ca
"fibric"-adjective-en "fíbric"-adjective-ca
"fibroblastic"-adjective-en "fibroblàstic"-adjective-ca
"fibrous"-adjective-en "fibrós"-adjective-ca
"fictional"-adjective-en "fictici"-adjective-ca
"fictitious"-adjective-en "fictici"-adjective-ca
"fiduciary"-adjective-en "fiduciari"-adjective-ca
"figurative"-adjective-en "figuratiu"-adjective-ca
"Fijian"-adjective-en "fijià"-adjective-ca
"fimbriated"-adjective-en "perfilat"-adjective-ca
"financial"-adjective-en "financer"-adjective-ca
"finite"-adjective-en "finit"-adjective-ca
"fire-resistant"-adjective-en "ignífug"-adjective-ca
"fixed"-adjective-en "fix"-adjective-ca
"flabbergasted"-adjective-en "atònit"-adjective-ca
"flaccid"-adjective-en "flàccid"-adjective-ca
"flawed"-adjective-en "defectuós"-adjective-ca
"fleeting"-adjective-en "fugaç"-adjective-ca
"flexographic"-adjective-en "flexogràfic"-adjective-ca
"Florentine"-adjective-en "florentí"-adjective-ca
"flowery"-adjective-en "florit"-adjective-ca
"fluent"-adjective-en "fluid"-adjective-ca
"folkloric"-adjective-en "folklòric"-adjective-ca
"forceful"-adjective-en "enèrgic"-adjective-ca
"forcible"-adjective-en "forçat"-adjective-ca
"foreign"-adjective-en "estranger"-adjective-ca
"foreign"-adjective-en "foraster"-adjective-ca
"foremost"-adjective-en "primer"-adjective-ca
"formative"-adjective-en "formatiu"-adjective-ca
"forthcoming"-adjective-en "proper"-adjective-ca
"forthcoming"-adjective-en "pròxim"-adjective-ca
"fortunate"-adjective-en "afortunat"-adjective-ca
"foster"-adjective-en "adoptiu"-adjective-ca
"foster"-adjective-en "fomentar"-verb-ca
"foster"-verb-en "adoptiu"-adjective-ca
"foster"-verb-en "fomentar"-verb-ca
"four-engined"-adjective-en "quadrimotor"-adjective-ca
"fractional"-adjective-en "fraccionari"-adjective-ca
"fragiaquic"-adjective-en "fragiàqüic"-adjective-ca
