"3MA"-properNoun-fra "3MA"-properNoun-spa
"aspect"-noun-fra "aspecto"-noun-spa
"aspect"-noun-fra "viso"-noun-spa
"Aspiazu"-properNoun-fra "Aspiazu"-properNoun-spa
"aspirant"-noun-fra "aspirante"-noun-spa
"aspirant"-noun-fra "aspirante"-noun-spa
"aspirant"-noun-fra "aspirante"-noun-spa
"aspirateur"-adjective-fra "aspirador"-adjective-spa
"aspirateur"-noun-fra "aspirador"-noun-spa
"aspirateur"-noun-fra "aspirador"-noun-spa
"aspirateur"-noun-fra "aspirador"-noun-spa
"aspiration"-noun-fra "aspiración"-noun-spa
"aspirer"-verb-fra "aspirar"-verb-spa
"Aspiri"-properNoun-fra "Aspiri"-properNoun-spa
"Assab"-properNoun-fra "Assab"-properNoun-spa
"assaillie"-noun-fra "acometida"-noun-spa
"assaillir"-verb-fra "asaltar"-verb-spa
"assainir"-verb-fra "sanear"-verb-spa
"assainissement"-noun-fra "saneamiento"-noun-spa
"assainissement du portefeuille"-noun-fra "saneamiento de cartera"-noun-spa
"assassin"-noun-fra "asesino"-noun-spa
"assassinat"-noun-fra "asesinato"-noun-spa
"assassiner"-verb-fra "asesinar"-verb-spa
"assaut"-noun-fra "asalto"-noun-spa
"assemblage"-noun-fra "ensamblaje"-noun-spa
"assemblée"-noun-fra "asamblea"-noun-spa
"Assemblèe constituante"-properNoun-fra "Asamblea constituyente"-properNoun-spa
"Assemblée constituante"-properNoun-fra "Asamblea constituyente"-properNoun-spa
"assemblée extraordinaire"-noun-fra "asamblea extraordinaria"-noun-spa
"assemblée générale"-noun-fra "asamblea general"-noun-spa
"assemblée nationale"-noun-fra "asamblea nacional"-noun-spa
"assemblée officielle"-noun-fra "asamblea oficial"-noun-spa
"assemblée plénière"-noun-fra "asamblea plenaria"-noun-spa
"assener"-verb-fra "asestar"-verb-spa
"asseoir"-verb-fra "sentar"-verb-spa
"assertion"-noun-fra "aserción"-noun-spa
"assez"-adverb-fra "bastante"-adverb-spa
"assidu"-adjective-fra "asiduo"-adjective-spa
"assiduité"-noun-fra "assiduidad"-noun-spa
"assiéger"-verb-fra "asediar"-verb-spa
"assiette"-noun-fra "plato"-noun-spa
"assignation"-noun-fra "adscripción"-noun-spa
"assigné"-adjective-fra "adscrito"-adjective-spa
"assigner"-verb-fra "asignar"-verb-spa
"assimilation"-noun-fra "asimilación"-noun-spa
"assimiler"-verb-fra "asimilar"-verb-spa
"Assiout"-properNoun-fra "Assiut"-properNoun-spa
"Assise"-properNoun-fra "Asis"-properNoun-spa
"assise"-noun-fra "conferencia"-noun-spa
"assistance"-noun-fra "asistencia"-noun-spa
"assistance"-noun-fra "concurrencia"-noun-spa
"assistant"-noun-fra "asistente"-noun-spa
"assistant"-noun-fra "asistente"-noun-spa
"assistant"-noun-fra "asistente"-noun-spa
"assistant"-noun-fra "ayudante"-noun-spa
"assistant"-noun-fra "ayudante"-noun-spa
"assister"-verb-fra "asistir"-verb-spa
"assister à"-verb-fra "presenciar"-verb-spa
"associatif"-adjective-fra "asociativo"-adjective-spa
"association"-noun-fra "asociación"-noun-spa
"association"-noun-fra "asociación"-noun-spa
"association caritative"-noun-fra "entidad benéfica"-noun-spa
"Association de victimes du terrorisme"-properNoun-fra "Asociación de Víctimas del Terrorismo"-properNoun-spa
"Association Européenne de Libre Échange"-properNoun-fra "Asociación Europea de Libre Cambio"-properNoun-spa
"Association pour la redressement de la Chine"-properNoun-fra "Asociación para la Regeneración de China"-properNoun-spa
"associationnisme"-noun-fra "asociacionismo"-noun-spa
"associé"-adjective-fra "asociado"-adjective-spa
"associé"-noun-fra "socio"-noun-spa
"associé"-adjective-fra "mancomunado"-adjective-spa
"associé"-noun-fra "asociado"-noun-spa
"associer"-verb-fra "asociar"-verb-spa
"associer"-verb-fra "mancomunar"-verb-spa
"assommer"-verb-fra "matar"-verb-spa
"assomption"-noun-fra "asunción"-noun-spa
"Assouan"-properNoun-fra "Asuán"-properNoun-spa
"Assouline"-properNoun-fra "Assouline"-properNoun-spa
"assoupir"-verb-fra "dormir"-verb-spa
"assoupissement"-noun-fra "desidia"-noun-spa
"assujettissement"-noun-fra "sujeción"-noun-spa
"assumer"-verb-fra "asumir"-verb-spa
"assurable"-adjective-fra "asegurable"-adjective-spa
"assurance"-noun-fra "seguro"-noun-spa
"assurance"-noun-fra "aseguramiento"-noun-spa
"assurance vie"-noun-fra "seguro de vida"-noun-spa
"assurément"-adverb-fra "ciertamente"-adverb-spa
"assurer"-verb-fra "asegurar"-verb-spa
"assureur"-noun-fra "asegurador"-noun-spa
"Assyrie"-properNoun-fra "Asiria"-properNoun-spa
"Astana"-properNoun-fra "Astaná"-properNoun-spa
"Astana"-properNoun-fra "Astana"-properNoun-spa
"Astarloa"-properNoun-fra "Astarloa"-properNoun-spa
"Astérix"-properNoun-fra "Asterix"-properNoun-spa
"asthme"-noun-fra "asma"-noun-spa
"Astillero"-properNoun-fra "Astillero"-properNoun-spa
"Astrakhan"-properNoun-fra "Astrakan"-properNoun-spa
"astre"-noun-fra "astro"-noun-spa
"astronaute"-noun-fra "astronauta"-noun-spa
"astronome"-noun-fra "astrónomo"-noun-spa
"astronome"-noun-fra "astrónomo"-noun-spa
"astronome"-noun-fra "astrónomo"-noun-spa
"astuce"-noun-fra "astucia"-noun-spa
"Astudillo"-properNoun-fra "Astudillo"-properNoun-spa
"Astur"-properNoun-fra "Astur"-properNoun-spa
"asturien"-adjective-fra "asturiano"-adjective-spa
"asturien"-noun-fra "asturiano"-noun-spa
"asturien"-adjective-fra "astur"-adjective-spa
"asturien"-adjective-fra "astur"-adjective-spa
"asturien"-adjective-fra "astur"-adjective-spa
"Asturies"-properNoun-fra "Asturias"-properNoun-spa
"Asturies"-properNoun-fra "Asturias"-properNoun-spa
"Asua"-properNoun-fra "Asua"-properNoun-spa
"Asunción"-properNoun-fra "Asunción"-properNoun-spa
"asymétrie"-noun-fra "asimetría"-noun-spa
"asymétrique"-adjective-fra "asimétrico"-adjective-spa
"asymétrique"-adjective-fra "asimétrico"-adjective-spa
"asymétrique"-adjective-fra "asimétrico"-adjective-spa
"Atacama"-properNoun-fra "Atacama"-properNoun-spa
"Atahualpa"-properNoun-fra "Atahualpa"-properNoun-spa
"Ataun"-properNoun-fra "Ataun"-properNoun-spa
"atelier"-noun-fra "taller"-noun-spa
"Athènes"-properNoun-fra "Atenas"-properNoun-spa
"Athènes"-properNoun-fra "Atenas"-properNoun-spa
"athlète"-adjective-fra "atleta"-adjective-spa
"athlète"-noun-fra "atleta"-noun-spa
"Athletic"-properNoun-fra "Athletic"-properNoun-spa
"Athletic"-properNoun-fra "Athletic"-properNoun-spa
"Athletic"-properNoun-fra "Athletic"-properNoun-spa
"Athletic Bilbao"-properNoun-fra "Athletic de Bilbao"-properNoun-spa
"Athletic Club Bilbao"-properNoun-fra "Athletic Club Bilbao"-properNoun-spa
"athlétisme"-noun-fra "atletismo"-noun-spa
"Athos"-properNoun-fra "Athos"-properNoun-spa
"Atienza"-properNoun-fra "Atienza"-properNoun-spa
"Atlanta"-properNoun-fra "Atlanta"-properNoun-spa
"Atlantique"-properNoun-fra "Atlántico"-properNoun-spa
"atlantique"-adjective-fra "atlántico"-adjective-spa
"atlantique"-adjective-fra "atlántico"-adjective-spa
"atlantique"-adjective-fra "atlántico"-adjective-spa
"Atlas"-properNoun-fra "Atlas"-properNoun-spa
"Atlético"-properNoun-fra "Atlético"-properNoun-spa
"Atlético de Madrid"-properNoun-fra "Atlético de Madrid"-properNoun-spa
"atmosphère"-noun-fra "atmósfera"-noun-spa
"Atocha"-properNoun-fra "Atocha"-properNoun-spa
"atoll"-noun-fra "atolón"-noun-spa
"atomique"-adjective-fra "atómico"-adjective-spa
"atomique"-adjective-fra "atómico"-adjective-spa
"atomique"-adjective-fra "atómico"-adjective-spa
"Atomium"-properNoun-fra "Atomium"-properNoun-spa
"atout"-noun-fra "baza"-noun-spa
"atroce"-adjective-fra "atroz"-adjective-spa
"atrocité"-noun-fra "atrocidad"-noun-spa
"att."-noun-fra "att."-noun-spa
"attaché"-adjective-fra "atado"-adjective-spa
"attaché"-adjective-fra "apegado"-adjective-spa
"attachement"-noun-fra "apego"-noun-spa
"attacher"-verb-fra "atar"-verb-spa
"attaque"-noun-fra "ataque"-noun-spa
"attaquer"-verb-fra "atacar"-verb-spa
"attarder"-verb-fra "retrasar"-verb-spa
"atteindre"-verb-fra "alcanzar"-verb-spa
"atteler"-verb-fra "enganchar"-verb-spa
"attenant"-adjective-fra "contiguo"-adjective-spa
"attenant"-adjective-fra "lindante"-adjective-spa
"attendre"-verb-fra "esperar"-verb-spa
"attendre"-verb-fra "aguardar"-verb-spa
"attendu"-preposition-fra "en vista de"-preposition-spa
"attentat"-noun-fra "atentado"-noun-spa
"attentat"-noun-fra "atentado"-noun-spa
"attente"-noun-fra "espera"-noun-spa
"attenter"-verb-fra "atentar"-verb-spa
"attentif"-adjective-fra "atento"-adjective-spa
"attention"-noun-fra "atención"-noun-spa
"attentivement"-adverb-fra "atentamente"-adverb-spa
"atténuer"-verb-fra "atenuar"-verb-spa
"atterrir"-verb-fra "aterrizar"-verb-spa
"atterrissage"-noun-fra "aterrizaje"-noun-spa
"attestation"-noun-fra "testimonio"-noun-spa
"attester"-verb-fra "atestiguar"-verb-spa
"Attijariwafa Bank"-properNoun-fra "Attijariwafa Bank"-properNoun-spa
"Attiki"-properNoun-fra "Atica"-properNoun-spa
"attique"-noun-fra "ático"-noun-spa
"attirer"-verb-fra "atraer"-verb-spa
"attiser"-verb-fra "avivar"-verb-spa
"attitude"-noun-fra "actitud"-noun-spa
"attractif"-adjective-fra "atractivo"-adjective-spa
"attraction"-noun-fra "atracción"-noun-spa
"attrait"-noun-fra "atractivo"-noun-spa
"attrait"-noun-fra "aliciente"-noun-spa
"attraper"-verb-fra "atrapar"-verb-spa
"attraper"-verb-fra "agazapar"-verb-spa
"attrayant"-adjective-fra "atrayente"-adjective-spa
"attrayant"-adjective-fra "atrayente"-adjective-spa
"attrayant"-adjective-fra "atrayente"-adjective-spa
"attribuable"-adjective-fra "achacable"-adjective-spa
"attribuer"-verb-fra "atribuir"-verb-spa
"attribuer"-verb-fra "adjudicar"-verb-spa
"attribuer"-verb-fra "adscribir"-verb-spa
"attribuer"-verb-fra "otorgar"-verb-spa
"attribuer"-verb-fra "achacar"-verb-spa
"attribut"-noun-fra "atributo"-noun-spa
"attribution"-noun-fra "atribución"-noun-spa
"attribution"-noun-fra "asignación"-noun-spa
"Atutxa"-properNoun-fra "Atutxa"-properNoun-spa
"au bon moment"-adverb-fra "en el mejor momento"-adverb-spa
"au bout de"-preposition-fra "al cabo de"-preposition-spa
"au cas où"-adverb-fra "por si acaso"-adverb-spa
"au cas où"-subordinatingConjunction-fra "en caso de que"-subordinatingConjunction-spa
"au cas que"-subordinatingConjunction-fra "en caso de que"-subordinatingConjunction-spa
"au comptant"-adverb-fra "al contado"-adverb-spa
"au courant"-adverb-fra "al corriente"-adverb-spa
"au cours de"-preposition-fra "durante"-preposition-spa
"au cours de"-preposition-fra "en el transcurso de"-preposition-spa
"au début"-adverb-fra "al principio"-adverb-spa
"au défaut de"-preposition-fra "en lugar de"-preposition-spa
"au delà"-adverb-fra "allende"-adverb-spa
"au détail"-adverb-fra "al por menor"-adverb-spa
"au détriment de"-preposition-fra "en detrimento de"-preposition-spa
"au dire de"-preposition-fra "según"-preposition-spa
"au dos"-adverb-fra "a las espaldas"-adverb-spa
"aube"-noun-fra "alborada"-noun-spa
"Aube"-properNoun-fra "Aube"-properNoun-spa
"aube"-noun-fra "amanecer"-noun-spa
"aube"-noun-fra "alba"-noun-spa
"aube"-noun-fra "amanecer"-noun-spa
"auberge"-noun-fra "albergue"-noun-spa
"auberge"-noun-fra "fonda"-noun-spa
"aubergine"-noun-fra "berenjena"-noun-spa
"aubergiste"-noun-fra "ventero"-noun-spa
"au fur et à mesure"-adverb-fra "poco a poco"-adverb-spa
"au fur et à mesure de"-preposition-fra "en proporción a"-preposition-spa
"au fur et à mesure que"-subordinatingConjunction-fra "a medida que"-subordinatingConjunction-spa
"au gré de"-preposition-fra "a merced de"-preposition-spa
"Aubisque"-properNoun-fra "Aubisque"-properNoun-spa
"au jour d'aujourd'hui"-adverb-fra "en el día de hoy"-adverb-spa
"au lendemain"-adverb-fra "al día siguiente"-adverb-spa
"au lieu de"-preposition-fra "en lugar de"-preposition-spa
"au lieu de"-preposition-fra "en vez de"-preposition-spa
"au lieu que"-subordinatingConjunction-fra "mientras que"-subordinatingConjunction-spa
"au loin"-adverb-fra "a lo lejos"-adverb-spa
"au long"-adverb-fra "a lo largo"-adverb-spa
"au maximum"-subordinatingConjunction-fra "como máximo"-subordinatingConjunction-spa
"au même titre que"-subordinatingConjunction-fra "de la misma manera que"-subordinatingConjunction-spa
"au milieu de"-preposition-fra "en medio de"-preposition-spa
"au moins"-adverb-fra "al menos"-adverb-spa
"au moins"-adverb-fra "siquiera"-adverb-spa
"au moins"-adverb-fra "por lo menos"-adverb-spa
"au moment approprié"-adverb-fra "en el momento apropiado"-adverb-spa
"au moment de"-preposition-fra "en el momento de"-preposition-spa
"au moment de"-preposition-fra "en el acto de"-preposition-spa
"au moment où"-subordinatingConjunction-fra "en el momento en que"-subordinatingConjunction-spa
"au moment que"-subordinatingConjunction-fra "en el momento en que"-subordinatingConjunction-spa
"au motif que"-subordinatingConjunction-fra "alegando como motivo que"-subordinatingConjunction-spa
"au nom et en qualité de représentant de"-preposition-fra "en nombre y representación de"-preposition-spa
"au point que"-subordinatingConjunction-fra "hasta tal punto que"-subordinatingConjunction-spa
"au porteur"-adverb-fra "al portador"-adverb-spa
"au préjudice"-adverb-fra "en menoscabo"-adverb-spa
"au préjudice de"-preposition-fra "a perjuicio de"-preposition-spa
"au préjudice de"-preposition-fra "en perjuicio de"-preposition-spa
"au prétexte de"-preposition-fra "con el pretexto de"-preposition-spa
"au printemps"-adverb-fra "en primavera"-adverb-spa
"au profit de"-preposition-fra "en beneficio de"-preposition-spa
"au revoir"-interjection-fra "adiós"-interjection-spa
"Aubry"-properNoun-fra "Aubry"-properNoun-spa
"au soir"-adverb-fra "por la tarde"-adverb-spa
"au sujet de"-preposition-fra "en lo relativo a"-preposition-spa
"au temps de"-preposition-fra "en tiempos de"-preposition-spa
"au temps jadis"-adverb-fra "en otros tiempos"-adverb-spa
"au temps où"-subordinatingConjunction-fra "en los tiempos en los que"-subordinatingConjunction-spa
"au verso"-adverb-fra "al dorso"-adverb-spa
"Auch"-properNoun-fra "Auch"-properNoun-spa
"Auchan"-properNoun-fra "Auchan"-properNoun-spa
"Auckland"-properNoun-fra "Auckland"-properNoun-spa
"aucun"-determiner-fra "ninguno"-determiner-spa
"aucun"-pronoun-fra "nadie"-pronoun-spa
"aucun"-pronoun-fra "nadie"-pronoun-spa
"aucun"-pronoun-fra "ninguno"-pronoun-spa
"audace"-noun-fra "audacia"-noun-spa
"audace"-noun-fra "atrevimiento"-noun-spa
"audacieux"-adjective-fra "audaz"-adjective-spa
"audacieux"-adjective-fra "audaz"-adjective-spa
"audacieux"-adjective-fra "audaz"-adjective-spa
"Aude"-properNoun-fra "Aude"-properNoun-spa
"Aude"-properNoun-fra "Aude"-properNoun-spa
"au-delà"-adverb-fra "más allá"-adverb-spa
"au-delà de"-preposition-fra "más allá de"-preposition-spa
"au-delà de"-preposition-fra "más allá de"-preposition-spa
"au-dessous"-adverb-fra "debajo"-adverb-spa
"au-dessous de"-preposition-fra "debajo de"-preposition-spa
"au-dessus"-adverb-fra "encima"-adverb-spa
"au-dessus de"-preposition-fra "por encima de"-preposition-spa
"Audi"-properNoun-fra "Audi"-properNoun-spa
"audience"-noun-fra "audiencia"-noun-spa
"Audience National"-noun-fra "AN"-noun-spa
"audio"-adjective-fra "audio"-adjective-spa
"audiovisuel"-adjective-fra "audiovisual"-adjective-spa
"audiovisuel"-adjective-fra "audiovisual"-adjective-spa
"audiovisuel"-adjective-fra "audiovisual"-adjective-spa
"audit"-noun-fra "auditoría"-noun-spa
"auditer"-verb-fra "auditar"-verb-spa
"auditeur"-noun-fra "auditor"-noun-spa
"auditeur"-noun-fra "oyente"-noun-spa
"audition"-noun-fra "audición"-noun-spa
"auditorie"-noun-fra "auditorio"-noun-spa
"Audrey"-properNoun-fra "Audrey"-properNoun-spa
"augmentation"-noun-fra "aumento"-noun-spa
"augmentation du capital"-noun-fra "ampliación de capital"-noun-spa
"augmentation du prix"-noun-fra "encarecimiento"-noun-spa
"augmenter"-verb-fra "aumentar"-verb-spa
"augmenter la cadence"-verb-fra "aumentar el ritmo"-verb-spa
"Augsburg"-properNoun-fra "Augsburgo"-properNoun-spa
"augurer"-verb-fra "augurar"-verb-spa
"Augustin"-properNoun-fra "Augustin"-properNoun-spa
"Augustine"-properNoun-fra "Augustine"-properNoun-spa
"Augustinus"-properNoun-fra "Augustinus"-properNoun-spa
"Augusto"-properNoun-fra "Augusto"-properNoun-spa
"aujourd'hui"-adverb-fra "hoy"-adverb-spa
"aujourd'hui"-adverb-fra "hoy día"-adverb-spa
"aujourd'hui"-adverb-fra "hoy en día"-adverb-spa
"Aukera Guztiak"-properNoun-fra "Aukera Guztiak"-properNoun-spa
"aumône"-noun-fra "limosna"-noun-spa
"auparavant"-adverb-fra "antes"-adverb-spa
"auprès"-adverb-fra "cerca"-adverb-spa
"Aura"-properNoun-fra "Aura"-properNoun-spa
"Aurèle"-properNoun-fra "Aurèle"-properNoun-spa
"Aurelia"-properNoun-fra "Aurelia"-properNoun-spa
"Aureliano"-properNoun-fra "Aureliano"-properNoun-spa
"Aurélie"-properNoun-fra "Aurélie"-properNoun-spa
"Aurélien"-properNoun-fra "Aurélien"-properNoun-spa
"Aurélien"-properNoun-fra "Aurélien"-properNoun-spa
"Aurelio"-properNoun-fra "Aurelio"-properNoun-spa
"Aurillac"-properNoun-fra "Aurillac"-properNoun-spa
"Auritz-Burguete"-properNoun-fra "Auritz-Burguete"-properNoun-spa
"Aurora"-properNoun-fra "Aurora"-properNoun-spa
"Aurore"-properNoun-fra "Aurore"-properNoun-spa
"Auschwitz"-properNoun-fra "Auschwitz"-properNoun-spa
"aussi"-adverb-fra "también"-adverb-spa
"aussi bien que"-subordinatingConjunction-fra "como"-subordinatingConjunction-spa
"aussi longtemps que"-subordinatingConjunction-fra "tanto tiempo como"-subordinatingConjunction-spa
"aussitôt"-adverb-fra "enseguida"-adverb-spa
"aussitôt après"-adverb-fra "inmediatamente después"-adverb-spa
"aussitôt que"-subordinatingConjunction-fra "tan pronto como"-subordinatingConjunction-spa
"austérité"-noun-fra "austeridad"-noun-spa
"Austin"-properNoun-fra "Austin"-properNoun-spa
"Australasie"-properNoun-fra "Australasia"-properNoun-spa
"Australie"-properNoun-fra "Australia"-properNoun-spa
"Australie"-properNoun-fra "Australia"-properNoun-spa
"Australie Méridionale"-properNoun-fra "Australia Meridional"-properNoun-spa
"australien"-adjective-fra "australiano"-adjective-spa
"Austrasie"-properNoun-fra "Austrasia"-properNoun-spa
"AUT"-noun-fra "AUT"-noun-spa
"autan"-noun-fra "ábrego"-noun-spa
"autant"-adverb-fra "tanto"-adverb-spa
"autel"-noun-fra "altar"-noun-spa
"auteur"-noun-fra "autor"-noun-spa
"auteur"-noun-fra "autor"-noun-spa
"auteur"-noun-fra "autor"-noun-spa
"auteur-compositeur-interprète"-noun-fra "cantautor"-noun-spa
"authenticité"-noun-fra "autenticidad"-noun-spa
"authentification"-noun-fra "autentificación"-noun-spa
"authentiquement"-adverb-fra "auténticamente"-adverb-spa
"autoadministration"-noun-fra "autoadministración"-noun-spa
"autocélébration"-noun-fra "autocelebración"-noun-spa
"autochèque"-noun-fra "autocheque"-noun-spa
"autocollant"-noun-fra "pegatina"-noun-spa
"autocrate"-noun-fra "autócrata"-noun-spa
"autodétermination"-noun-fra "autodeterminación"-noun-spa
"autodétermination"-noun-fra "autodeterminación"-noun-spa
"autodissolution"-noun-fra "autodisolución"-noun-spa
"autoévaluation"-noun-fra "autoevaluación"-noun-spa
"autofiction"-noun-fra "autoficción"-noun-spa
"autoflagellation"-noun-fra "autoflagelación"-noun-spa
"autogestion"-noun-fra "autogestión"-noun-spa
"automatique"-adjective-fra "automático"-adjective-spa
"automatique"-adjective-fra "automático"-adjective-spa
"automatique"-adjective-fra "automático"-adjective-spa
"automatiquement"-adverb-fra "automáticamente"-adverb-spa
"automatisation"-noun-fra "automatización"-noun-spa
"automatiser"-verb-fra "automatizar"-verb-spa
"automédication"-noun-fra "automedicación"-noun-spa
"automédication"-noun-fra "automedicación"-noun-spa
"automne"-noun-fra "otoño"-noun-spa
"automne"-noun-fra "otoño"-noun-spa
"automobile"-noun-fra "automóvil"-noun-spa
"automobile"-adjective-fra "automovilístico"-adjective-spa
"automobile"-adjective-fra "automovilístico"-adjective-spa
"automobile"-adjective-fra "automovilístico"-adjective-spa
"automobile"-noun-fra "automoción"-noun-spa
"automobilisme"-noun-fra "automovilismo"-noun-spa
"automobiliste"-noun-fra "automovilista"-noun-spa
"autonome"-adjective-fra "autonómico"-adjective-spa
"autonome"-adjective-fra "autónomo"-adjective-spa
"autonome"-adjective-fra "autonómico"-adjective-spa
"autonome"-adjective-fra "autonómico"-adjective-spa
"autonome"-adjective-fra "autónomo"-adjective-spa
"autonome"-adjective-fra "autónomo"-adjective-spa
"autonomie"-noun-fra "autonomía"-noun-spa
"autonomisation"-noun-fra "autonomización"-noun-spa
"autoprésentation"-noun-fra "autopresentación"-noun-spa
"autopromotion"-noun-fra "autopromoción"-noun-spa
"autopsie"-noun-fra "autopsia"-noun-spa
"autopsie"-noun-fra "autopsia"-noun-spa
"autorégénération"-noun-fra "autoregeneración"-noun-spa
"autorisation"-noun-fra "autorización"-noun-spa
"autorisation"-noun-fra "venia"-noun-spa
"autorisation préalable"-noun-fra "previa autorización"-noun-spa
"autoriser"-verb-fra "autorizar"-verb-spa
"autoriser"-verb-fra "facultar"-verb-spa
"autoritaire"-adjective-fra "autoritario"-adjective-spa
"autoritaire"-adjective-fra "autoritario"-adjective-spa
"autoritaire"-adjective-fra "autoritario"-adjective-spa
"autoritarisme"-noun-fra "autoritarismo"-noun-spa
"autorité"-noun-fra "autoridad"-noun-spa
